NOMBRE;APELLIDOS;LEGISLATURA;FECHAINICIOLEGISLATURA;FECHAFINLEGISLATURA;LEGISLATURAACTUAL
Marcelo;Expósito Prieto;Leg. XI;13/01/2016;19/07/2016;N
Marcelo;Expósito Prieto;Leg. XII;19/07/2016;21/05/2019;N
Elena;Faba de la Encarnación;Leg. XI;13/01/2016;19/07/2016;N
Elena;Faba de la Encarnación;Leg. XII;19/07/2016;21/05/2019;N
Andrea;Fabra Fernández;Leg. IX;01/04/2008;13/12/2011;N
Andrea;Fabra Fernández;Leg. X;13/12/2011;13/01/2016;N
Alberto;Fabra Part;Leg. XV;17/08/2023;;S
Juan Manuel;Fabra Vallés;Leg. II;18/11/1982;15/07/1986;N
Juan Manuel;Fabra Vallés;Leg. III;15/07/1986;21/11/1989;N
Juan Manuel;Fabra Vallés;Leg. IV;21/11/1989;29/06/1993;N
Juan Manuel;Fabra Vallés;Leg. V;29/06/1993;27/03/1996;N
Antidio;Fagúndez Campo;Leg. XIV;03/12/2019;17/08/2023;N
Antidio;Fagúndez Campo;Leg. XV;17/08/2023;;S
Luis;Fajardo Spínola;Leg. Const.;14/07/1977;23/03/1979;N
Luis;Fajardo Spínola;Leg. I;23/03/1979;18/11/1982;N
Luis;Fajardo Spínola;Leg. II;18/11/1982;15/07/1986;N
Luis;Fajardo Spínola;Leg. III;15/07/1986;21/11/1989;N
Luis;Fajardo Spínola;Leg. IV;21/11/1989;29/06/1993;N
Enrique;Fajarnés Ribas;Leg. VIII;02/04/2004;01/04/2008;N
Enrique;Fajarnés Ribas;Leg. IX;01/04/2008;13/12/2011;N
Enrique;Fajarnés Ribas;Leg. X;13/12/2011;13/01/2016;N
Maravillas Concepción;Falcón Dacal;Leg. X;13/12/2011;13/01/2016;N
María Luisa;Faneca López;Leg. XIII;21/05/2019;03/12/2019;N
María Luisa;Faneca López;Leg. XIV;03/12/2019;17/08/2023;N
María Luisa;Faneca López;Leg. XV;17/08/2023;;S
Juan Manuel;Fanjul Sedeño;Leg. Const.;14/07/1977;23/03/1979;N
María Fernanda;Faraldo Botana;Leg. VI;27/03/1996;05/04/2000;N
María Fernanda;Faraldo Botana;Leg. VII;05/04/2000;02/04/2004;N
Hipólito;Fariñas Sobrino;Leg. V;29/06/1993;27/03/1996;N
Hipólito;Fariñas Sobrino;Leg. VI;27/03/1996;05/04/2000;N
Hipólito;Fariñas Sobrino;Leg. VII;05/04/2000;02/04/2004;N
Sònia;Farré Fidalgo;Leg. XII;19/07/2016;21/05/2019;N
Esperança;Farrera Granja;Leg. VIII;02/04/2004;01/04/2008;N
Antonio;Faura Sanmartín;Leg. Const.;14/07/1977;23/03/1979;N
Antonio;Faura Sanmartín;Leg. I;23/03/1979;18/11/1982;N
Joaquín;Fayos Díaz;Leg. II;18/11/1982;15/07/1986;N
Antonia;Febrer Santandreu;Leg. VII;05/04/2000;02/04/2004;N
Carmen;Feliu Álvarez de Sotomayor;Leg. IX;01/04/2008;13/12/2011;N
María José;Fernández Aguerri;Leg. IX;01/04/2008;13/12/2011;N
Adolfo;Fernández Aguilar;Leg. VII;05/04/2000;02/04/2004;N
Adolfo;Fernández Aguilar;Leg. VIII;02/04/2004;01/04/2008;N
Alejandro;Fernández Álvarez;Leg. X;13/12/2011;13/01/2016;N
Manuel Angel;Fernández Arias;Leg. Const.;14/07/1977;23/03/1979;N
Manuel Angel;Fernández Arias;Leg. I;23/03/1979;18/11/1982;N
Miguel Anxo;Fernández Bello;Leg. XI;13/01/2016;19/07/2016;N
Miguel Anxo;Fernández Bello;Leg. XII;19/07/2016;21/05/2019;N
Andrea;Fernández Benéitez;Leg. XIII;21/05/2019;03/12/2019;N
Andrea;Fernández Benéitez;Leg. XIV;03/12/2019;17/08/2023;N
Andrea;Fernández Benéitez;Leg. XV;17/08/2023;;S
Mariano;Fernández Bermejo;Leg. IX;01/04/2008;13/12/2011;N
Ana Belén;Fernández Casero;Leg. XIII;21/05/2019;03/12/2019;N
Ana Belén;Fernández Casero;Leg. XIV;03/12/2019;17/08/2023;N
Sofía;Fernández Castañón;Leg. XI;13/01/2016;19/07/2016;N
Sofía;Fernández Castañón;Leg. XII;19/07/2016;21/05/2019;N
Sofía;Fernández Castañón;Leg. XIII;21/05/2019;03/12/2019;N
Sofía;Fernández Castañón;Leg. XIV;03/12/2019;17/08/2023;N
José;Fernández Chacón;Leg. VII;05/04/2000;02/04/2004;N
Francisco;Fernández Cortés;Leg. II;18/11/1982;15/07/1986;N
Emilio;Fernández Cruz;Leg. Const.;14/07/1977;23/03/1979;N
Mª Olaia;Fernández Davila;Leg. VIII;02/04/2004;01/04/2008;N
Mª Olaia;Fernández Davila;Leg. IX;01/04/2008;13/12/2011;N
Mª Olaia;Fernández Davila;Leg. X;13/12/2011;13/01/2016;N
Gonzalo;Fernández de la Mora y Mon;Leg. Const.;14/07/1977;23/03/1979;N
María Teresa;Fernández de la Vega Sanz;Leg. VI;27/03/1996;05/04/2000;N
María Teresa;Fernández de la Vega Sanz;Leg. VII;05/04/2000;02/04/2004;N
María Teresa;Fernández de la Vega Sanz;Leg. VIII;02/04/2004;01/04/2008;N
María Teresa;Fernández de la Vega Sanz;Leg. IX;01/04/2008;13/12/2011;N
Arsenio;Fernández de Mesa Díaz del Río;Leg. IV;21/11/1989;29/06/1993;N
Arsenio;Fernández de Mesa Díaz del Río;Leg. V;29/06/1993;27/03/1996;N
Arsenio;Fernández de Mesa Díaz del Río;Leg. VI;27/03/1996;05/04/2000;N
Arsenio;Fernández de Mesa Díaz del Río;Leg. VII;05/04/2000;02/04/2004;N
Arsenio;Fernández de Mesa Díaz del Río;Leg. VIII;02/04/2004;01/04/2008;N
Arsenio;Fernández de Mesa Díaz del Río;Leg. IX;01/04/2008;13/12/2011;N
Arsenio;Fernández de Mesa Díaz del Río;Leg. X;13/12/2011;13/01/2016;N
José Enrique;Fernández de Moya Romero;Leg. XI;13/01/2016;19/07/2016;N
José Enrique;Fernández de Moya Romero;Leg. XII;19/07/2016;21/05/2019;N
Fernando;Fernández de Troconiz Marcos;Leg. IV;21/11/1989;29/06/1993;N
Fernando;Fernández de Troconiz Marcos;Leg. V;29/06/1993;27/03/1996;N
Fernando;Fernández de Trocóniz Marcos;Leg. VI;27/03/1996;05/04/2000;N
Fernando;Fernández de Trocóniz Marcos;Leg. VII;05/04/2000;02/04/2004;N
Elvira;Fernández Díaz;Leg. V;29/06/1993;27/03/1996;N
Jesús María;Fernández Díaz;Leg. XI;13/01/2016;19/07/2016;N
Jesús María;Fernández Díaz;Leg. XII;19/07/2016;21/05/2019;N
Jorge;Fernández Díaz;Leg. IV;21/11/1989;29/06/1993;N
Jorge;Fernández Díaz;Leg. V;29/06/1993;27/03/1996;N
Jorge;Fernández Díaz;Leg. VI;27/03/1996;05/04/2000;N
Jorge;Fernández Díaz;Leg. VII;05/04/2000;02/04/2004;N
Jorge;Fernández Díaz;Leg. VIII;02/04/2004;01/04/2008;N
Jorge;Fernández Díaz;Leg. IX;01/04/2008;13/12/2011;N
Jorge;Fernández Díaz;Leg. X;13/12/2011;13/01/2016;N
Jorge;Fernández Díaz;Leg. XI;13/01/2016;19/07/2016;N
Jorge;Fernández Díaz;Leg. XII;19/07/2016;21/05/2019;N
Andrés;Fernández Fernández;Leg. I;23/03/1979;18/11/1982;N
Javier;Fernández Fernández;Leg. VI;27/03/1996;05/04/2000;N
Eduardo;Fernández García;Leg. X;13/12/2011;13/01/2016;N
Eduardo;Fernández García;Leg. XI;13/01/2016;19/07/2016;N
Eduardo;Fernández García;Leg. XII;19/07/2016;21/05/2019;N
Alexandra;Fernández Gómez;Leg. XI;13/01/2016;19/07/2016;N
Alexandra;Fernández Gómez;Leg. XII;19/07/2016;21/05/2019;N
Daniel;Fernández González;Leg. VIII;02/04/2004;01/04/2008;N
Daniel;Fernández González;Leg. IX;01/04/2008;13/12/2011;N
Daniel;Fernández González;Leg. X;13/12/2011;13/01/2016;N
Justo;Fernández González;Leg. XIII;21/05/2019;03/12/2019;N
María Mercedes;Fernández González;Leg. V;29/06/1993;27/03/1996;N
María Mercedes;Fernández González;Leg. VI;27/03/1996;05/04/2000;N
María Mercedes;Fernández González;Leg. VII;05/04/2000;02/04/2004;N
María Mercedes;Fernández González;Leg. X;13/12/2011;13/01/2016;N
María Mercedes;Fernández González;Leg. XV;17/08/2023;;S
Antonio;Fernández Gordillo;Leg. V;29/06/1993;27/03/1996;N
Pedro;Fernández Hernández;Leg. XIII;21/05/2019;03/12/2019;N
Pedro;Fernández Hernández;Leg. XIV;03/12/2019;17/08/2023;N
Pedro;Fernández Hernández;Leg. XV;17/08/2023;;S
Sandra;Fernández Herranz;Leg. XV;17/08/2023;;S
Juli;Fernández i Iruela;Leg. IX;01/04/2008;13/12/2011;N
José Ramón;Fernández Ibáñez;Leg. V;29/06/1993;27/03/1996;N
Horacio;Fernández Inguanzo;Leg. I;23/03/1979;18/11/1982;N
Horacio;Fernández Inguanzo;Leg. II;18/11/1982;15/07/1986;N
Pilar;Fernández Labrador;Leg. III;15/07/1986;21/11/1989;N
Manuel;Fernández Manrique;Leg. Const.;14/07/1977;23/03/1979;N
Horacio Félix;Fernández Martín;Leg. II;18/11/1982;15/07/1986;N
Horacio Félix;Fernández Martín;Leg. III;15/07/1986;21/11/1989;N
Francisco Miguel;Fernández Marugán;Leg. II;18/11/1982;15/07/1986;N
Francisco Miguel;Fernández Marugán;Leg. III;15/07/1986;21/11/1989;N
Francisco Miguel;Fernández Marugán;Leg. IV;21/11/1989;29/06/1993;N
Francisco Miguel;Fernández Marugán;Leg. V;29/06/1993;27/03/1996;N
Francisco Miguel;Fernández Marugán;Leg. VI;27/03/1996;05/04/2000;N
Francisco Miguel;Fernández Marugán;Leg. VII;05/04/2000;02/04/2004;N
Francisco Miguel;Fernández Marugán;Leg. VIII;02/04/2004;01/04/2008;N
Francisco Miguel;Fernández Marugán;Leg. IX;01/04/2008;13/12/2011;N
Jesús Salvador;Fernández Moreda;Leg. I;23/03/1979;18/11/1982;N
Jesús Salvador;Fernández Moreda;Leg. II;18/11/1982;15/07/1986;N
Jesús Salvador;Fernández Moreda;Leg. III;15/07/1986;21/11/1989;N
Jesús Salvador;Fernández Moreda;Leg. IV;21/11/1989;29/06/1993;N
Jesús Salvador;Fernández Moreda;Leg. V;29/06/1993;27/03/1996;N
Blanca;Fernández Morena;Leg. XIII;21/05/2019;03/12/2019;N
Gracia;Fernández Moya;Leg. X;13/12/2011;13/01/2016;N
José Manuel;Fernández Norniella;Leg. V;29/06/1993;27/03/1996;N
José Manuel;Fernández Norniella;Leg. VI;27/03/1996;05/04/2000;N
Francisco José;Fernández Ordóñez;Leg. Const.;14/07/1977;23/03/1979;N
Francisco José;Fernández Ordóñez;Leg. I;23/03/1979;18/11/1982;N
Francisco José;Fernández Ordóñez;Leg. II;18/11/1982;15/07/1986;N
Francisco José;Fernández Ordóñez;Leg. III;15/07/1986;21/11/1989;N
Miguel Ángel;Fernández Ordóñez;Leg. III;15/07/1986;21/11/1989;N
María del Pilar;Fernández Pardo;Leg. IX;01/04/2008;13/12/2011;N
Paula;Fernández Pena;Leg. XV;17/08/2023;;S
María;Fernández Pérez;Leg. XIV;03/12/2019;17/08/2023;N
María Inmaculada;Fernández Ramiro;Leg. VI;27/03/1996;05/04/2000;N
Tomás;Fernández Ríos;Leg. XIV;03/12/2019;17/08/2023;N
Tomás;Fernández Ríos;Leg. XV;17/08/2023;;S
Juan Julio;Fernández Rodríguez;Leg. I;23/03/1979;18/11/1982;N
Luis Angel;Fernández Rodríguez;Leg. V;29/06/1993;27/03/1996;N
Luis Angel;Fernández Rodríguez;Leg. VI;27/03/1996;05/04/2000;N
Isidro;Fernández Rozada;Leg. VII;05/04/2000;02/04/2004;N
Isidro;Fernández Rozada;Leg. VIII;02/04/2004;01/04/2008;N
Isidro;Fernández Rozada;Leg. IX;01/04/2008;13/12/2011;N
Julián;Fernández Sánchez;Leg. VI;27/03/1996;05/04/2000;N
Luis;Fernández Santos;Leg. VIII;02/04/2004;01/04/2008;N
Matilde;Fernández Sanz;Leg. IV;21/11/1989;29/06/1993;N
Matilde;Fernández Sanz;Leg. V;29/06/1993;27/03/1996;N
Matilde;Fernández Sanz;Leg. VI;27/03/1996;05/04/2000;N
Antonio;Fernández Teixidó;Leg. III;15/07/1986;21/11/1989;N
Antonio;Fernández Teixidó;Leg. IV;21/11/1989;29/06/1993;N
Alfonso;Fernández Torres;Leg. Const.;14/07/1977;23/03/1979;N
María de los Ángeles;Fernández-Ahuja García;Leg. X;13/12/2011;13/01/2016;N
Francisco Javier;Fernández-Bravo García;Leg. XIII;21/05/2019;03/12/2019;N
Blanca;Fernández-Capel Baños;Leg. V;29/06/1993;27/03/1996;N
Blanca;Fernández-Capel Baños;Leg. VI;27/03/1996;05/04/2000;N
Blanca;Fernández-Capel Baños;Leg. VII;05/04/2000;02/04/2004;N
Blanca;Fernández-Capel Baños;Leg. VIII;02/04/2004;01/04/2008;N
Blanca;Fernández-Capel Baños;Leg. IX;01/04/2008;13/12/2011;N
Manuel;Fernández-Escandón Álvarez;Leg. II;18/11/1982;15/07/1986;N
María Victoria;Fernández-España y Fernández-Latorre;Leg. Const.;14/07/1977;23/03/1979;N
María Victoria;Fernández-España y Fernández-Latorre;Leg. I;23/03/1979;18/11/1982;N
María Victoria;Fernández-España y Fernández-Latorre;Leg. II;18/11/1982;15/07/1986;N
Javier;Fernández-Lasquetty y Blanc;Leg. VIII;02/04/2004;01/04/2008;N
Rafael;Fernández-Lomana Gutiérrez;Leg. XIV;03/12/2019;17/08/2023;N
Enrique;Fernández-Miranda y Lozana;Leg. IV;21/11/1989;29/06/1993;N
Enrique;Fernández-Miranda y Lozana;Leg. V;29/06/1993;27/03/1996;N
Enrique;Fernández-Miranda y Lozana;Leg. VI;27/03/1996;05/04/2000;N
Enrique;Fernández-Miranda y Lozana;Leg. VII;05/04/2000;02/04/2004;N
Manuel;Fernández-Montesinos García;Leg. Const.;14/07/1977;23/03/1979;N
Sotero;Fernández-Pinilla López-Menchero;Leg. V;29/06/1993;27/03/1996;N
Carlos Hugo;Fernández-Roca Suárez;Leg. XIV;03/12/2019;17/08/2023;N
Daniel de;Fernando Alonso;Leg. Const.;14/07/1977;23/03/1979;N
María Amparo;Ferrando Sendra;Leg. VII;05/04/2000;02/04/2004;N
María Amparo;Ferrando Sendra;Leg. VIII;02/04/2004;01/04/2008;N
María Amparo;Ferrando Sendra;Leg. IX;01/04/2008;13/12/2011;N
María Amparo;Ferrando Sendra;Leg. X;13/12/2011;13/01/2016;N
Anton;Ferré Fons;Leg. IX;01/04/2008;13/12/2011;N
José Alfredo;Ferrer Gutiérrez;Leg. IV;21/11/1989;29/06/1993;N
Manuel;Ferrer i Profitós;Leg. III;15/07/1986;21/11/1989;N
Manuel;Ferrer i Profitós;Leg. IV;21/11/1989;29/06/1993;N
Joaquím;Ferrer Roca;Leg. II;18/11/1982;15/07/1986;N
Vicente;Ferrer Roselló;Leg. IX;01/04/2008;13/12/2011;N
Vicente;Ferrer Roselló;Leg. X;13/12/2011;13/01/2016;N
Sonia;Ferrer Tesoro;Leg. XI;13/01/2016;19/07/2016;N
Sonia;Ferrer Tesoro;Leg. XII;19/07/2016;21/05/2019;N
Sonia;Ferrer Tesoro;Leg. XIII;21/05/2019;03/12/2019;N
Sonia;Ferrer Tesoro;Leg. XIV;03/12/2019;17/08/2023;N
Alberto;Fidalgo Francisco;Leg. VII;05/04/2000;02/04/2004;N
Alberto;Fidalgo Francisco;Leg. VIII;02/04/2004;01/04/2008;N
Alberto;Fidalgo Francisco;Leg. IX;01/04/2008;13/12/2011;N
José María;Figaredo Álvarez-Sala;Leg. XIII;21/05/2019;03/12/2019;N
José María;Figaredo Álvarez-Sala;Leg. XIV;03/12/2019;17/08/2023;N
José María;Figaredo Álvarez-Sala;Leg. XV;17/08/2023;;S
Carme;Figueras i Siñol;Leg. V;29/06/1993;27/03/1996;N
María Ascensión;Figueres Górriz;Leg. X;13/12/2011;13/01/2016;N
José Luis;Figuerola Cerdán;Leg. I;23/03/1979;18/11/1982;N
Bartolomé;Flores Flores;Leg. V;29/06/1993;27/03/1996;N
Carlos;Flores Juberías;Leg. XV;17/08/2023;;S
Mario Francisco José;Flores Lanuza;Leg. X;13/12/2011;13/01/2016;N
Isidro;Flores López;Leg. IV;21/11/1989;29/06/1993;N
María Aurora;Flórez Rodríguez;Leg. XI;13/01/2016;19/07/2016;N
María Aurora;Flórez Rodríguez;Leg. XII;19/07/2016;21/05/2019;N
Carlos Javier;Floriano Corrales;Leg. IX;01/04/2008;13/12/2011;N
Carlos Javier;Floriano Corrales;Leg. X;13/12/2011;13/01/2016;N
Carlos Javier;Floriano Corrales;Leg. XI;13/01/2016;19/07/2016;N
Carlos Javier;Floriano Corrales;Leg. XII;19/07/2016;21/05/2019;N
Carlos Javier;Floriano Corrales;Leg. XV;17/08/2023;;S
Javier José;Folch Blanc;Leg. XV;17/08/2023;;S
Tomás Javier;Fole Díaz;Leg. XII;19/07/2016;21/05/2019;N
José;Folgado Blanco;Leg. VII;05/04/2000;02/04/2004;N
José;Folgado Blanco;Leg. VIII;02/04/2004;01/04/2008;N
María Ángeles;Font Bonmatí;Leg. VIII;02/04/2004;01/04/2008;N
Antonio;Fontán Pérez;Leg. I;23/03/1979;18/11/1982;N
María del Carmen;Fortea Millán;Leg. X;13/12/2011;13/01/2016;N
Manuel;Fraga Iribarne;Leg. Const.;14/07/1977;23/03/1979;N
Manuel;Fraga Iribarne;Leg. I;23/03/1979;18/11/1982;N
Manuel;Fraga Iribarne;Leg. II;18/11/1982;15/07/1986;N
Manuel;Fraga Iribarne;Leg. III;15/07/1986;21/11/1989;N
Modesto;Fraile Poujade;Leg. Const.;14/07/1977;23/03/1979;N
Modesto;Fraile Poujade;Leg. I;23/03/1979;18/11/1982;N
Modesto;Fraile Poujade;Leg. II;18/11/1982;15/07/1986;N
Modesto;Fraile Poujade;Leg. III;15/07/1986;21/11/1989;N
Francisco;Fráiz Armada;Leg. II;18/11/1982;15/07/1986;N
Isabel;Franco Carmona;Leg. XI;13/01/2016;19/07/2016;N
Isabel;Franco Carmona;Leg. XII;19/07/2016;21/05/2019;N
Isabel;Franco Carmona;Leg. XIII;21/05/2019;03/12/2019;N
Isabel;Franco Carmona;Leg. XIV;03/12/2019;17/08/2023;N
Silvia;Franco González;Leg. XV;17/08/2023;;S
Angel;Franco Gútiez;Leg. I;23/03/1979;18/11/1982;N
José Manuel;Franco Pardo;Leg. XIII;21/05/2019;03/12/2019;N
José Manuel;Franco Pardo;Leg. XIV;03/12/2019;17/08/2023;N
Sebastián;Franquis Vera;Leg. X;13/12/2011;13/01/2016;N
Sebastián;Franquis Vera;Leg. XI;13/01/2016;19/07/2016;N
Sebastián;Franquis Vera;Leg. XII;19/07/2016;21/05/2019;N
María;Freixanet Mateo;Leg. XIII;21/05/2019;03/12/2019;N
Milagros;Frías Navarrete;Leg. IV;21/11/1989;29/06/1993;N
Milagros;Frías Navarrete;Leg. V;29/06/1993;27/03/1996;N
Milagros;Frías Navarrete;Leg. VI;27/03/1996;05/04/2000;N
Francisco;Frutos Gras;Leg. V;29/06/1993;27/03/1996;N
Francisco;Frutos Gras;Leg. VI;27/03/1996;05/04/2000;N
Francisco;Frutos Gras;Leg. VII;05/04/2000;02/04/2004;N
Donato;Fuejo Lago;Leg. Const.;14/07/1977;23/03/1979;N
Donato;Fuejo Lago;Leg. I;23/03/1979;18/11/1982;N
Donato;Fuejo Lago;Leg. II;18/11/1982;15/07/1986;N
Félix de la;Fuente Boada;Leg. II;18/11/1982;15/07/1986;N
Licinio de la;Fuente y de la Fuente;Leg. Const.;14/07/1977;23/03/1979;N
Juan Bernardo;Fuentes Curbelo;Leg. VIII;02/04/2004;01/04/2008;N
Juan Bernardo;Fuentes Curbelo;Leg. XIV;03/12/2019;17/08/2023;N
Francisco;Fuentes Gallardo;Leg. II;18/11/1982;15/07/1986;N
Francisco;Fuentes Gallardo;Leg. III;15/07/1986;21/11/1989;N
Francisco;Fuentes Gallardo;Leg. IV;21/11/1989;29/06/1993;N
Francisco;Fuentes Gallardo;Leg. V;29/06/1993;27/03/1996;N
Francisco;Fuentes Gallardo;Leg. VI;27/03/1996;05/04/2000;N
Mª Isabel;Fuentes González;Leg. VIII;02/04/2004;01/04/2008;N
Sebastián;Fuentes Guzmán;Leg. VIII;02/04/2004;01/04/2008;N
Jesús;Fuentes Lázaro;Leg. I;23/03/1979;18/11/1982;N
Jesús;Fuentes Lázaro;Leg. II;18/11/1982;15/07/1986;N
Jesús;Fuentes Lázaro;Leg. III;15/07/1986;21/11/1989;N
José Ignacio;Fuentes López;Leg. II;18/11/1982;15/07/1986;N
Ana María;Fuentes Pacheco;Leg. VIII;02/04/2004;01/04/2008;N
Ana María;Fuentes Pacheco;Leg. IX;01/04/2008;13/12/2011;N
Luis;Fuertes Fuertes;Leg. Const.;14/07/1977;23/03/1979;N
Luis;Fuertes Fuertes;Leg. I;23/03/1979;18/11/1982;N
Marije;Fullaondo la Cruz;Leg. XV;17/08/2023;;S
Águeda;Fumero Roque;Leg. X;13/12/2011;13/01/2016;N
Carmen;Fúnez de Gregorio;Leg. XV;17/08/2023;;S
Joaquín;Fúster Pérez;Leg. Const.;14/07/1977;23/03/1979;N
Diego;Gago Bugarín;Leg. XIII;21/05/2019;03/12/2019;N
Diego;Gago Bugarín;Leg. XIV;03/12/2019;17/08/2023;N
Joaquín Javier;Gago López;Leg. VI;27/03/1996;05/04/2000;N
José Antonio;Gago Lorenzo;Leg. Const.;14/07/1977;23/03/1979;N
José Antonio;Gago Lorenzo;Leg. I;23/03/1979;18/11/1982;N
José Luis;Galache Cortés;Leg. VIII;02/04/2004;01/04/2008;N
Angel Samuel;Galán Cano;Leg. IV;21/11/1989;29/06/1993;N
Joaquín;Galant Ruiz;Leg. Const.;14/07/1977;23/03/1979;N
Joaquín;Galant Ruiz;Leg. I;23/03/1979;18/11/1982;N
Óscar;Galeano Gracia;Leg. XI;13/01/2016;19/07/2016;N
Óscar;Galeano Gracia;Leg. XII;19/07/2016;21/05/2019;N
Guillermo;Galeote Jiménez;Leg. Const.;14/07/1977;23/03/1979;N
Guillermo;Galeote Jiménez;Leg. I;23/03/1979;18/11/1982;N
Guillermo;Galeote Jiménez;Leg. II;18/11/1982;15/07/1986;N
Guillermo;Galeote Jiménez;Leg. III;15/07/1986;21/11/1989;N
Guillermo;Galeote Jiménez;Leg. IV;21/11/1989;29/06/1993;N
Pedro Ignacio;Gallardo Barrena;Leg. XV;17/08/2023;;S
María del Puerto;Gallego Arriola;Leg. X;13/12/2011;13/01/2016;N
María del Puerto;Gallego Arriola;Leg. XI;13/01/2016;19/07/2016;N
María del Puerto;Gallego Arriola;Leg. XII;19/07/2016;21/05/2019;N
Mariano;Gallego Barrero;Leg. IX;01/04/2008;13/12/2011;N
Ignacio;Gallego Bezares;Leg. Const.;14/07/1977;23/03/1979;N
Ignacio;Gallego Bezares;Leg. I;23/03/1979;18/11/1982;N
Ignacio;Gallego Bezares;Leg. III;15/07/1986;21/11/1989;N
Antonio;Gallego Burgos;Leg. IX;01/04/2008;13/12/2011;N
Antonio;Gallego Burgos;Leg. X;13/12/2011;13/01/2016;N
José Antonio;Gallego López;Leg. II;18/11/1982;15/07/1986;N
José Antonio;Gallego López;Leg. VII;05/04/2000;02/04/2004;N
Manuel;Gallent Nicola;Leg. II;18/11/1982;15/07/1986;N
Mercedes;Gallizo Llamas;Leg. VII;05/04/2000;02/04/2004;N
María Dolores;Galovart Carrera;Leg. XI;13/01/2016;19/07/2016;N
María Dolores;Galovart Carrera;Leg. XII;19/07/2016;21/05/2019;N
José Miguel;Galván Bello;Leg. Const.;14/07/1977;23/03/1979;N
José Miguel;Galván Bello;Leg. I;23/03/1979;18/11/1982;N
Concepción;Gamarra Ruiz-Clavijo;Leg. XIII;21/05/2019;03/12/2019;N
Concepción;Gamarra Ruiz-Clavijo;Leg. XIV;03/12/2019;17/08/2023;N
Concepción;Gamarra Ruiz-Clavijo;Leg. XV;17/08/2023;;S
Óscar;Gamazo Micó;Leg. XII;19/07/2016;21/05/2019;N
Óscar;Gamazo Micó;Leg. XIV;03/12/2019;17/08/2023;N
Eduardo;Gamero Mir;Leg. VI;27/03/1996;05/04/2000;N
María de las Mercedes;Gámez García;Leg. IX;01/04/2008;13/12/2011;N
María de las Mercedes;Gámez García;Leg. X;13/12/2011;13/01/2016;N
Luis;Gámir Casares;Leg. Const.;14/07/1977;23/03/1979;N
Luis;Gámir Casares;Leg. I;23/03/1979;18/11/1982;N
Luis;Gámir Casares;Leg. V;29/06/1993;27/03/1996;N
Luis;Gámir Casares;Leg. VI;27/03/1996;05/04/2000;N
Luis;Gámir Casares;Leg. VII;05/04/2000;02/04/2004;N
Luis;Gámir Casares;Leg. VIII;02/04/2004;01/04/2008;N
Jon;Gangoiti Llaguno;Leg. II;18/11/1982;15/07/1986;N
Jon;Gangoiti Llaguno;Leg. III;15/07/1986;21/11/1989;N
Miguel Ángel;Garaulet Rodríguez;Leg. XI;13/01/2016;19/07/2016;N
Miguel Ángel;Garaulet Rodríguez;Leg. XII;19/07/2016;21/05/2019;N
Miguel Ángel;Garaulet Rodríguez;Leg. XIII;21/05/2019;03/12/2019;N
Mario;Garcés Sanagustín;Leg. XIII;21/05/2019;03/12/2019;N
Mario;Garcés Sanagustín;Leg. XIV;03/12/2019;17/08/2023;N
Carlos;García Adanero;Leg. XIII;21/05/2019;03/12/2019;N
Carlos;García Adanero;Leg. XIV;03/12/2019;17/08/2023;N
Carlos;García Adanero;Leg. XV;17/08/2023;;S
Fernando;García Agudín;Leg. II;18/11/1982;15/07/1986;N
María Caridad;García Álvarez;Leg. X;13/12/2011;13/01/2016;N
Manuel;García Amigo;Leg. II;18/11/1982;15/07/1986;N
Jaime Julián;García Añoveros;Leg. Const.;14/07/1977;23/03/1979;N
Jaime Julián;García Añoveros;Leg. I;23/03/1979;18/11/1982;N
Ludivina;García Arias;Leg. I;23/03/1979;18/11/1982;N
Ludivina;García Arias;Leg. II;18/11/1982;15/07/1986;N
Ludivina;García Arias;Leg. VII;05/04/2000;02/04/2004;N
María Trinidad;García Arias;Leg. VII;05/04/2000;02/04/2004;N
Begoña;García Bernal;Leg. XV;17/08/2023;;S
Carmen;García Bloise;Leg. Const.;14/07/1977;23/03/1979;N
Carmen;García Bloise;Leg. I;23/03/1979;18/11/1982;N
Carmen;García Bloise;Leg. II;18/11/1982;15/07/1986;N
Carmen;García Bloise;Leg. III;15/07/1986;21/11/1989;N
Carmen;García Bloise;Leg. IV;21/11/1989;29/06/1993;N
Carmen;García Bloise;Leg. V;29/06/1993;27/03/1996;N
Elena;García Botín;Leg. III;15/07/1986;21/11/1989;N
Francisco Javier;García Breva;Leg. VII;05/04/2000;02/04/2004;N
Francisco Javier;García Breva;Leg. VIII;02/04/2004;01/04/2008;N
José Ramón;García Cañal;Leg. XI;13/01/2016;19/07/2016;N
José Ramón;García Cañal;Leg. XII;19/07/2016;21/05/2019;N
María Montserrat;García Chavarría;Leg. XIII;21/05/2019;03/12/2019;N
María Montserrat;García Chavarría;Leg. XIV;03/12/2019;17/08/2023;N
María Montserrat;García Chavarría;Leg. XV;17/08/2023;;S
Jesús;García Cobacho;Leg. VI;27/03/1996;05/04/2000;N
Ricardo;García Damborenea;Leg. II;18/11/1982;15/07/1986;N
Ricardo;García Damborenea;Leg. III;15/07/1986;21/11/1989;N
Eduardo;García de Sola;Leg. V;29/06/1993;27/03/1996;N
Adolfo;García de Viana Cárdenas;Leg. VI;27/03/1996;05/04/2000;N
Joaquín María;García Díez;Leg. VIII;02/04/2004;01/04/2008;N
